DATE,spindx
19770504,99.96
19770505,100.11
19770506,99.49
19770509,99.18
19770510,99.47
19770511,98.78
19770512,98.73
19770513,99.03
19770516,99.47
19770517,99.77
19770518,100.30
19770519,99.88
19770520,99.45
19770523,98.15
19770524,97.67
19770525,96.77
19770526,97.01
19770527,96.27
19770531,96.12
19770601,96.93
19770602,96.74
19770603,97.69
19770606,97.23
19770607,97.73
19770608,98.20
19770609,98.14
19770610,98.46
19770613,98.74
19770614,99.86
19770615,99.62
19770616,99.85
19770617,99.97
19770620,100.42
19770621,100.74
19770622,100.46
19770623,100.62
19770624,101.19
19770627,100.98
19770628,100.14
19770629,100.11
19770630,100.48
19770701,100.10
19770705,100.09
19770706,99.58
19770707,99.93
19770708,99.79
19770711,99.55
19770712,99.45
19770713,99.59
19770715,100.18
19770718,100.95
19770719,101.79
19770720,101.73
19770721,101.59
19770722,101.67
19770725,100.85
19770726,100.27
19770727,98.64
19770728,98.79
19770729,98.85
19770801,99.12
19770802,98.50
19770803,98.37
19770804,98.74
19770805,98.76
19770808,97.99
19770809,98.05
19770810,98.92
19770811,98.16
19770812,97.88
19770815,98.18
19770816,97.73
19770817,97.74
19770818,97.68
19770819,97.51
19770822,97.79
19770823,97.62
19770824,97.23
19770825,96.15
19770826,96.06
19770829,96.92
19770830,96.38
19770831,96.77
19770901,96.83
19770902,97.45
19770906,97.71
19770907,98.01
19770908,97.28
19770909,96.37
19770912,96.03
19770913,96.09
19770914,96.55
19770915,96.80
19770916,96.48
19770919,95.85
19770920,95.89
19770921,95.10
19770922,95.09
19770923,95.04
19770926,95.38
19770927,95.24
19770928,95.31
19770929,95.85
19770930,96.53
19771003,96.74
19771004,96.03
19771005,95.68
19771006,96.05
19771007,95.97
19771010,95.75
19771011,94.93
19771012,94.04
19771013,93.46
19771014,93.56
19771017,93.47
19771018,93.46
19771019,92.38
19771020,92.67
19771021,92.32
19771024,91.63
19771025,91.00
19771026,92.10
19771027,92.34
19771028,92.62
19771031,92.34
19771101,91.35
19771102,90.71
19771103,90.76
19771104,91.58
19771107,92.29
19771108,92.46
19771109,92.98
19771110,94.71
19771111,95.98
19771114,95.32
19771115,95.93
19771116,95.45
19771117,95.16
19771118,95.33
19771121,95.25
19771122,96.09
19771123,96.49
19771125,96.69
19771128,96.04
19771129,94.55
19771130,94.83
19771201,94.69
19771202,94.67
19771205,94.27
19771206,92.83
19771207,92.78
19771208,92.96
19771209,93.65
19771212,93.63
19771213,93.56
19771214,94.03
19771215,93.55
19771216,93.40
19771219,92.69
19771220,92.50
19771221,93.05
19771222,93.80
19771223,94.69
19771227,94.69
19771228,94.75
19771229,94.94
19771230,95.10
19780103,93.82
19780104,93.52
19780105,92.74
19780106,91.62
19780109,90.64
19780110,90.17
19780111,89.74
19780112,89.82
19780113,89.69
19780116,89.43
19780117,89.88
19780118,90.56
19780119,90.09
19780120,89.89
19780123,89.24
19780124,89.25
19780125,89.39
19780126,88.58
19780127,88.58
19780130,89.34
19780131,89.25
19780201,89.93
19780202,90.13
19780203,89.62
19780206,89.50
19780207,90.33
19780208,90.83
19780209,90.30
19780210,90.08
19780213,89.86
19780214,89.04
19780215,88.83
19780216,88.08
19780217,87.96
19780221,87.59
19780222,87.56
19780223,87.64
19780224,88.49
19780227,87.72
19780228,87.04
19780301,87.19
19780302,87.32
19780303,87.45
19780306,86.90
19780307,87.36
19780308,87.84
19780309,87.89
19780310,88.88
19780313,88.95
19780314,89.35
19780315,89.12
19780316,89.51
19780317,90.20
19780320,90.82
19780321,89.79
19780322,89.47
19780323,89.36
19780327,88.87
19780328,89.50
19780329,89.64
19780330,89.41
19780331,89.21
19780403,88.46
19780404,88.86
19780405,89.64
19780406,89.79
19780407,90.17
19780410,90.49
19780411,90.25
19780412,90.11
19780413,90.98
19780414,92.92
19780417,94.45
19780418,93.43
19780419,93.86
19780420,94.54
19780421,94.34
19780424,95.77
19780425,96.64
19780426,96.82
19780427,95.86
19780428,96.83
19780501,97.67
19780502,97.25
19780503,96.26
19780504,95.93
19780505,96.53
19780508,96.19
19780509,95.90
19780510,95.92
19780511,97.20
19780512,98.07
19780515,98.76
19780516,99.35
19780517,99.60
19780518,98.62
19780519,98.12
19780522,99.09
19780523,98.05
19780524,97.08
19780525,96.80
19780526,96.58
19780530,96.86
19780531,97.24
19780601,97.35
19780602,98.14
19780605,99.95
19780606,100.32
19780607,100.12
19780608,100.21
19780609,99.93
19780612,99.55
19780613,99.57
19780614,99.48
19780615,98.34
19780616,97.42
19780619,97.49
19780620,96.51
19780621,96.01
19780622,96.24
19780623,95.85
19780626,94.60
19780627,94.98
19780628,95.40
19780629,95.57
19780630,95.53
19780703,95.09
19780705,94.27
19780706,94.32
19780707,94.89
19780710,95.27
19780711,95.93
19780712,96.24
19780713,96.25
19780714,97.58
19780717,97.78
19780718,96.87
19780719,98.12
19780720,98.03
19780721,97.75
19780724,97.72
19780725,98.44
19780726,99.08
19780727,99.54
19780728,100.00
19780731,100.68
19780801,100.66
19780802,102.92
19780803,103.51
19780804,103.92
19780807,103.55
19780808,104.01
19780809,104.50
19780810,103.66
19780811,103.96
19780814,103.97
19780815,103.85
19780816,104.65
19780817,105.08
19780818,104.73
19780821,103.89
19780822,104.31
19780823,104.91
19780824,105.08
19780825,104.90
19780828,103.96
19780829,103.39
19780830,103.47
19780831,103.29
19780901,103.68
19780905,104.49
19780906,105.38
19780907,105.42
19780908,106.79
19780911,106.98
19780912,106.99
19780913,106.34
19780914,105.10
19780915,104.12
19780918,103.21
19780919,102.53
19780920,101.73
19780921,101.90
19780922,101.84
19780925,101.86
19780926,102.62
19780927,101.66
19780928,101.96
19780929,102.54
19781002,102.96
19781003,102.60
19781004,103.06
19781005,103.27
19781006,103.52
19781009,104.59
19781010,104.46
19781011,105.39
19781012,104.88
19781013,104.66
19781016,102.61
19781017,101.26
19781018,100.49
19781019,99.33
19781020,97.95
19781023,98.18
19781024,97.49
19781025,97.31
19781026,96.03
19781027,94.59
19781030,95.06
19781031,93.15
19781101,96.85
19781102,95.61
19781103,96.18
19781106,95.19
19781107,93.85
19781108,94.45
19781109,94.42
19781110,94.77
19781113,93.13
19781114,92.49
19781115,92.71
19781116,93.71
19781117,94.42
19781120,95.25
19781121,95.01
19781122,95.48
19781124,95.79
19781127,95.99
19781128,95.15
19781129,93.75
19781130,94.70
19781201,96.28
19781204,96.15
19781205,97.44
19781206,97.49
19781207,97.08
19781208,96.63
19781211,97.11
19781212,96.59
19781213,96.06
19781214,96.04
19781215,95.33
19781218,93.44
19781219,94.24
19781220,94.68
19781221,94.71
19781222,96.31
19781226,97.52
19781227,96.66
19781228,96.28
19781229,96.11
19790102,96.73
19790103,97.80
19790104,98.58
19790105,99.13
19790108,98.80
19790109,99.33
19790110,98.77
19790111,99.10
19790112,99.93
19790115,100.69
19790116,99.46
19790117,99.48
19790118,99.72
19790119,99.75
19790122,99.90
19790123,100.60
19790124,100.16
19790125,101.19
19790126,101.86
19790129,101.55
19790130,101.05
19790131,99.93
19790201,99.96
19790202,99.50
19790205,98.09
19790206,98.05
19790207,97.16
19790208,97.65
19790209,97.87
19790212,98.20
19790213,98.93
19790214,98.87
19790215,98.73
19790216,98.67
19790220,99.42
19790221,99.07
19790222,98.33
19790223,97.78
19790226,97.67
19790227,96.13
19790228,96.28
19790301,96.90
19790302,96.97
19790305,98.06
19790306,97.87
19790307,98.44
19790308,99.58
19790309,99.54
19790312,99.67
19790313,99.84
19790314,99.71
19790315,99.86
19790316,100.69
19790319,101.06
19790320,100.50
19790321,101.25
19790322,101.67
19790323,101.60
19790326,101.04
19790327,102.48
19790328,102.12
19790329,102.03
19790330,101.59
19790402,100.90
19790403,102.40
19790404,102.65
19790405,103.26
19790406,103.18
19790409,102.87
19790410,103.34
19790411,102.31
19790412,102.00
19790416,101.12
19790417,101.24
19790418,101.70
19790419,101.28
19790420,101.23
19790423,101.57
19790424,102.20
19790425,102.50
19790426,102.01
19790427,101.80
19790430,101.76
19790501,101.68
19790502,101.72
19790503,101.81
19790504,100.69
19790507,99.02
19790508,99.17
19790509,99.46
19790510,98.52
19790511,98.52
19790514,98.06
19790515,98.14
19790516,98.42
19790517,99.94
19790518,99.93
19790521,100.14
19790522,100.51
19790523,99.88
19790524,99.93
19790525,100.22
19790529,100.05
19790530,99.11
19790531,99.08
19790601,99.17
19790604,99.32
19790605,100.62
19790606,101.30
19790607,101.79
19790608,101.49
19790611,101.91
19790612,102.85
19790613,102.31
19790614,102.20
19790615,102.09
19790618,101.56
19790619,101.58
19790620,101.63
19790621,102.09
19790622,102.64
19790625,102.09
19790626,101.66
19790627,102.27
19790628,102.80
19790629,102.91
19790702,101.99
19790703,102.09
19790705,102.43
19790706,103.62
19790709,104.47
19790710,104.20
19790711,103.64
19790712,102.69
19790713,102.32
19790716,102.74
19790717,101.83
19790718,101.69
19790719,101.61
19790720,101.82
19790723,101.59
19790724,101.97
19790725,103.08
19790726,103.10
19790727,103.10
19790730,103.15
19790731,103.81
19790801,104.17
19790802,104.10
19790803,104.04
19790806,104.30
19790807,105.65
19790808,105.98
19790809,105.49
19790810,106.40
19790813,107.42
19790814,107.52
19790815,108.25
19790816,108.09
19790817,108.30
19790820,108.83
19790821,108.91
19790822,108.99
19790823,108.63
19790824,108.60
19790827,109.14
19790828,109.02
19790829,109.02
19790830,109.02
19790831,109.32
19790904,107.44
19790905,106.40
19790906,106.85
19790907,107.66
19790910,108.17
19790911,107.51
19790912,107.82
19790913,107.85
19790914,108.76
19790917,108.84
19790918,108.00
19790919,108.28
19790920,110.51
19790921,110.47
19790924,109.61
19790925,109.68
19790926,109.96
19790927,110.21
19790928,109.32
19791001,108.56
19791002,109.59
19791003,109.59
19791004,110.17
19791005,111.27
19791008,109.88
19791009,106.63
19791010,105.30
19791011,105.05
19791012,104.49
19791015,103.36
19791016,103.19
19791017,103.39
19791018,103.61
19791019,101.60
19791022,100.71
19791023,100.28
19791024,100.44
19791025,100.00
19791026,100.57
19791029,100.71
19791030,102.67
19791031,101.82
19791101,102.57
19791102,102.51
19791105,101.82
19791106,101.20
19791107,99.87
19791108,100.30
19791109,101.51
19791112,103.51
19791113,102.94
19791114,103.39
19791115,104.13
19791116,103.79
19791119,104.23
19791120,103.69
19791121,103.89
19791123,104.67
19791126,106.80
19791127,106.38
19791128,106.77
19791129,106.81
19791130,106.16
19791203,105.83
19791204,106.79
19791205,107.25
19791206,108.00
19791207,107.52
19791210,107.67
19791211,107.49
19791212,107.52
19791213,107.67
19791214,108.92
19791217,109.33
19791218,108.30
19791219,108.20
19791220,108.26
19791221,107.59
19791224,107.66
19791226,107.78
19791227,107.96
19791228,107.84
19791231,107.94
19800102,105.76
19800103,105.22
19800104,106.52
19800107,106.81
19800108,108.95
19800109,109.05
19800110,109.89
19800111,109.92
19800114,110.38
19800115,111.14
19800116,111.05
19800117,110.70
19800118,111.07
19800121,112.10
19800122,111.51
19800123,113.44
19800124,113.70
19800125,113.61
19800128,114.85
19800129,114.07
19800130,115.20
19800131,114.16
19800201,115.12
19800204,114.37
19800205,114.66
19800206,115.72
19800207,116.28
19800208,117.95
19800211,117.12
19800212,117.90
19800213,118.44
19800214,116.72
19800215,115.41
19800219,114.60
19800220,116.47
19800221,115.28
19800222,115.04
19800225,113.33
19800226,113.98
19800227,112.38
19800228,112.35
19800229,113.66
19800303,112.50
19800304,112.78
19800305,111.13
19800306,108.65
19800307,106.90
19800310,106.51
19800311,107.78
19800312,106.87
19800313,105.62
19800314,105.43
19800317,102.26
19800318,104.10
19800319,104.31
19800320,103.12
19800321,102.31
19800324,99.28
19800325,99.19
19800326,98.68
19800327,98.22
19800328,100.68
19800331,102.09
19800401,102.18
19800402,102.68
19800403,102.15
19800407,100.19
19800408,101.20
19800409,103.11
19800410,104.08
19800411,103.79
19800414,102.84
19800415,102.63
19800416,101.54
19800417,101.05
19800418,100.55
19800421,99.80
19800422,103.43
19800423,103.73
19800424,104.40
19800425,105.16
19800428,105.64
19800429,105.86
19800430,106.29
19800501,105.46
19800502,105.58
19800505,106.38
19800506,106.25
19800507,107.18
19800508,106.13
19800509,104.72
19800512,104.78
19800513,106.30
19800514,106.85
19800515,106.99
19800516,107.35
19800519,107.67
19800520,107.62
19800521,107.72
19800522,109.01
19800523,110.62
19800527,111.40
19800528,112.06
19800529,110.27
19800530,111.24
19800602,110.76
19800603,110.51
19800604,112.61
19800605,112.78
19800606,113.20
19800609,113.71
19800610,114.66
19800611,116.02
19800612,115.52
19800613,115.81
19800616,116.09
19800617,116.03
19800618,116.26
19800619,114.66
19800620,114.06
19800623,114.51
19800624,115.14
19800625,116.72
19800626,116.19
19800627,116.00
19800630,114.24
19800701,114.93
19800702,115.68
19800703,117.46
19800707,118.29
19800708,117.84
19800709,117.98
19800710,116.95
19800711,117.84
19800714,120.01
19800715,119.30
19800716,119.63
19800717,121.44
19800718,122.04
19800721,122.51
19800722,122.19
19800723,121.93
19800724,121.79
19800725,120.78
19800728,121.43
19800729,122.40
19800730,122.23
19800731,121.67
19800801,121.21
19800804,120.98
19800805,120.74
19800806,121.55
19800807,123.30
19800808,123.61
19800811,124.78
19800812,123.79
19800813,123.28
19800814,125.25
19800815,125.72
19800818,123.39
19800819,122.60
19800820,123.77
19800821,125.46
19800822,126.02
19800825,125.16
19800826,124.84
19800827,123.52
19800828,122.08
19800829,122.38
19800902,123.74
19800903,126.12
19800904,125.42
19800905,124.88
19800908,123.31
19800909,124.07
19800910,124.81
19800911,125.66
19800912,125.54
19800915,125.67
19800916,126.74
19800917,128.87
19800918,128.40
19800919,129.25
19800922,130.40
19800923,129.43
19800924,130.37
19800925,128.72
19800926,126.35
19800929,123.54
19800930,125.46
19801001,127.13
19801002,128.09
19801003,129.33
19801006,131.73
19801007,131.00
19801008,131.65
19801009,131.04
19801010,130.29
19801013,132.03
19801014,132.02
19801015,133.70
19801016,132.22
19801017,131.52
19801020,132.61
19801021,131.84
19801022,131.92
19801023,129.53
19801024,129.85
19801027,127.88
19801028,128.05
19801029,127.91
19801030,126.29
19801031,127.47
19801103,129.04
19801105,131.33
19801106,128.91
19801107,129.18
19801110,129.48
19801111,131.26
19801112,134.59
19801113,136.49
19801114,137.15
19801117,137.75
19801118,139.70
19801119,139.06
19801120,140.40
19801121,139.11
19801124,138.31
19801125,139.33
19801126,140.17
19801128,140.52
19801201,137.21
19801202,136.97
19801203,136.71
19801204,136.48
19801205,134.03
19801208,130.61
19801209,130.48
19801210,128.26
19801211,127.36
19801212,129.23
19801215,129.45
19801216,130.60
19801217,132.89
19801218,133.00
19801219,133.70
19801222,135.78
19801223,135.30
19801224,135.88
19801226,136.57
19801229,135.03
19801230,135.33
19801231,135.76
19810102,136.34
19810105,137.97
19810106,138.12
19810107,135.08
19810108,133.06
19810109,133.48
19810112,133.52
19810113,133.29
19810114,133.47
19810115,134.22
19810116,134.77
19810119,134.37
19810120,131.65
19810121,131.36
19810122,130.26
19810123,130.23
19810126,129.84
19810127,131.12
19810128,130.34
19810129,130.24
19810130,129.55
19810202,126.91
19810203,128.46
19810204,128.59
19810205,129.63
19810206,130.60
19810209,129.27
19810210,129.24
19810211,128.24
19810212,127.48
19810213,126.98
19810217,127.81
19810218,128.48
19810219,126.61
19810220,126.58
19810223,127.35
19810224,127.39
19810225,128.52
19810226,130.10
19810227,131.27
19810302,132.01
19810303,130.56
19810304,130.86
19810305,129.93
19810306,129.85
19810309,131.12
19810310,130.46
19810311,129.95
19810312,133.19
19810313,133.11
19810316,134.68
19810317,133.92
19810318,134.22
19810319,133.46
19810320,134.08
19810323,135.69
19810324,134.67
19810325,137.11
19810326,136.27
19810327,134.65
19810330,134.28
19810331,136.00
19810401,136.57
19810402,136.32
19810403,135.49
19810406,133.93
19810407,133.91
19810408,134.31
19810409,134.67
19810410,134.51
19810413,133.15
19810414,132.68
19810415,134.17
19810416,134.70
19810420,135.45
19810421,134.23
19810422,134.14
19810423,133.94
19810424,135.14
19810427,135.48
19810428,134.33
19810429,133.05
19810430,132.81
19810501,132.72
19810504,130.67
19810505,130.32
19810506,130.78
19810507,131.67
19810508,131.66
19810511,129.71
19810512,130.72
19810513,130.55
19810514,131.28
19810515,132.17
19810518,132.54
19810519,132.09
19810520,132.00
19810521,131.75
19810522,131.33
19810526,132.77
19810527,133.77
19810528,133.45
19810529,132.59
19810601,132.41
19810602,130.62
19810603,130.71
19810604,130.96
19810605,132.22
19810608,132.24
19810609,131.97
19810610,132.32
19810611,133.75
19810612,133.49
19810615,133.61
19810616,132.15
19810617,133.32
19810618,131.64
19810619,132.27
19810622,131.95
19810623,133.35
19810624,132.66
19810625,132.81
19810626,132.56
19810629,131.89
19810630,131.21
19810701,129.77
19810702,128.64
19810706,127.37
19810707,128.24
19810708,128.32
19810709,129.30
19810710,129.37
19810713,129.64
19810714,129.65
19810715,130.25
19810716,130.34
19810717,130.76
19810720,128.72
19810721,128.34
19810722,127.13
19810723,127.40
19810724,128.46
19810727,129.90
19810728,129.14
19810729,129.16
19810730,130.01
19810731,130.92
19810803,130.48
19810804,131.18
19810805,132.67
19810806,132.64
19810807,131.75
19810810,132.54
19810811,133.85
19810812,133.40
19810813,133.51
19810814,132.49
19810817,131.22
19810818,130.11
19810819,130.49
19810820,130.69
19810821,129.23
19810824,125.50
19810825,125.13
19810826,124.96
19810827,123.51
19810828,124.08
19810831,122.79
19810901,123.02
19810902,123.49
19810903,121.24
19810904,120.07
19810908,117.98
19810909,118.40
19810910,120.14
19810911,121.61
19810914,120.66
19810915,119.77
19810916,118.87
19810917,117.15
19810918,116.26
19810921,117.24
19810922,116.68
19810923,115.65
19810924,115.01
19810925,112.77
19810928,115.53
19810929,115.94
19810930,116.18
19811001,117.08
19811002,119.36
19811005,119.51
19811006,119.39
19811007,121.31
19811008,122.31
19811009,121.45
19811012,121.21
19811013,120.78
19811014,118.80
19811015,119.71
19811016,119.19
19811019,118.98
19811020,120.28
19811021,120.10
19811022,119.64
19811023,118.60
19811026,118.16
19811027,119.29
19811028,119.45
19811029,119.06
19811030,121.89
19811102,124.20
19811103,124.80
19811104,124.74
19811105,123.54
19811106,122.67
19811109,123.29
19811110,122.70
19811111,122.92
19811112,123.19
19811113,121.67
19811116,120.24
19811117,121.15
19811118,120.26
19811119,120.71
19811120,121.71
19811123,121.60
19811124,123.51
19811125,124.05
19811127,125.09
19811130,126.35
19811201,126.10
19811202,124.69
19811203,125.12
19811204,126.26
19811207,125.19
19811208,124.82
19811209,125.48
19811210,125.71
19811211,124.93
19811214,122.78
19811215,122.99
19811216,122.42
19811217,123.12
19811218,124.00
19811221,123.34
19811222,122.88
19811223,122.31
19811224,122.54
19811228,122.27
19811229,121.67
19811230,122.30
19811231,122.55
19820104,122.74
19820105,120.05
19820106,119.18
19820107,118.93
19820108,119.55
19820111,116.78
19820112,116.30
19820113,114.88
19820114,115.54
19820115,116.33
19820118,117.22
19820119,115.97
19820120,115.27
19820121,115.75
19820122,115.38
19820125,115.41
19820126,115.19
19820127,115.74
19820128,118.92
19820129,120.40
19820201,117.78
19820202,118.01
19820203,116.48
19820204,116.42
19820205,117.26
19820208,114.63
19820209,113.68
19820210,114.66
19820211,114.43
19820212,114.38
19820216,114.06
19820217,113.69
19820218,113.82
19820219,113.22
19820222,111.59
19820223,111.51
19820224,113.47
19820225,113.21
19820226,113.11
19820301,113.31
19820302,112.68
19820303,110.92
19820304,109.88
19820305,109.34
19820308,107.34
19820309,108.83
19820310,109.41
19820311,109.36
19820312,108.61
19820315,109.45
19820316,109.28
19820317,109.08
19820318,110.30
19820319,110.61
19820322,112.77
19820323,113.55
19820324,112.97
19820325,113.21
19820326,111.94
19820329,112.30
19820330,112.27
19820331,111.96
19820401,113.79
19820402,115.12
19820405,114.73
19820406,115.36
19820407,115.46
19820408,116.22
19820412,116.00
19820413,115.99
19820414,115.83
19820415,116.35
19820416,116.81
19820419,116.70
19820420,115.44
19820421,115.72
19820422,117.19
19820423,118.64
19820426,119.26
19820427,118.00
19820428,117.26
19820429,116.13
19820430,116.44
19820503,116.81
19820504,117.46
19820505,117.67
19820506,118.68
19820507,119.47
19820510,118.38
19820511,119.42
19820512,119.17
19820513,118.22
19820514,118.01
19820517,116.71
19820518,115.84
19820519,114.89
19820520,114.59
19820521,114.89
19820524,114.79
19820525,114.40
19820526,113.11
19820527,112.66
19820528,111.88
19820601,111.68
19820602,112.04
19820603,111.86
19820604,110.09
19820607,110.12
19820608,109.63
19820609,108.99
19820610,109.61
19820611,111.24
19820614,109.96
19820615,109.69
19820616,108.87
19820617,107.60
19820618,107.28
19820621,107.20
19820622,108.30
19820623,110.14
19820624,109.83
19820625,109.14
19820628,110.26
19820629,110.21
19820630,109.61
19820701,108.71
19820702,107.65
19820706,107.29
19820707,107.22
19820708,107.53
19820709,108.83
19820712,109.57
19820713,109.45
19820714,110.44
19820715,110.47
19820716,111.07
19820719,110.73
19820720,111.54
19820721,111.42
19820722,111.47
19820723,111.17
19820726,110.36
19820727,109.43
19820728,107.73
19820729,107.72
19820730,107.09
19820802,108.98
19820803,107.83
19820804,106.14
19820805,105.16
19820806,103.71
19820809,103.08
19820810,102.84
19820811,102.60
19820812,102.42
19820813,103.85
19820816,104.09
19820817,109.04
19820818,108.53
19820819,109.16
19820820,113.02
19820823,116.11
19820824,115.34
19820825,117.58
19820826,118.55
19820827,117.11
19820830,117.66
19820831,119.51
19820901,118.25
19820902,120.28
19820903,122.68
19820907,121.37
19820908,122.20
19820909,121.97
19820910,120.97
19820913,122.24
19820914,123.10
19820915,124.29
19820916,123.77
19820917,122.55
19820920,122.51
19820921,124.88
19820922,123.99
19820923,123.81
19820924,123.32
19820927,123.62
19820928,123.24
19820929,121.63
19820930,120.42
19821001,121.97
19821004,121.51
19821005,121.98
19821006,125.97
19821007,128.80
19821008,131.05
19821011,134.47
19821012,134.44
19821013,136.71
19821014,134.57
19821015,133.57
19821018,136.73
19821019,136.58
19821020,139.23
19821021,139.06
19821022,138.83
19821025,133.32
19821026,134.48
19821027,135.28
19821028,133.59
19821029,133.71
19821101,135.47
19821102,137.49
19821103,142.87
19821104,141.85
19821105,142.16
19821108,140.44
19821109,143.02
19821110,141.16
19821111,141.76
19821112,139.53
19821115,137.03
19821116,135.42
19821117,137.93
19821118,138.34
19821119,137.02
19821122,134.22
19821123,132.93
19821124,133.88
19821126,134.88
19821129,134.20
19821130,138.54
19821201,138.72
19821202,138.82
19821203,138.69
19821206,141.77
19821207,142.72
19821208,141.81
19821209,140.00
19821210,139.57
19821213,139.95
19821214,137.39
19821215,135.24
19821216,135.30
19821217,137.49
19821220,136.26
19821221,138.61
19821222,138.83
19821223,139.72
19821227,142.18
19821228,140.77
19821229,141.24
19821230,140.33
19821231,140.64
19830103,138.34
19830104,141.35
19830105,141.96
19830106,145.27
19830107,145.18
19830110,146.78
19830111,145.78
19830112,146.69
19830113,145.73
19830114,146.65
19830117,146.71
19830118,146.40
19830119,145.27
19830120,146.29
19830121,143.85
19830124,139.97
19830125,141.75
19830126,141.54
19830127,144.27
19830128,144.51
19830131,145.30
19830201,142.96
19830202,143.23
19830203,144.26
19830204,146.14
19830207,146.93
19830208,145.70
19830209,145.00
19830210,147.50
19830211,147.63
19830214,148.92
19830215,148.30
19830216,147.43
19830217,147.44
19830218,148.00
19830222,145.48
19830223,146.79
19830224,149.60
19830225,149.74
19830228,148.06
19830301,150.88
19830302,152.30
19830303,153.48
19830304,153.67
19830307,153.67
19830308,151.26
19830309,152.87
19830310,151.80
19830311,151.24
19830314,150.83
19830315,151.36
19830316,149.80
19830317,149.59
19830318,149.90
19830321,151.19
19830322,150.66
19830323,152.81
19830324,153.37
19830325,152.67
19830328,151.85
19830329,151.59
19830330,153.39
19830331,152.96
19830404,153.02
19830405,151.89
19830406,151.04
19830407,151.76
19830408,152.85
19830411,155.14
19830412,155.82
19830413,156.77
19830414,158.11
19830415,158.75
19830418,159.74
19830419,158.71
19830420,160.71
19830421,160.05
19830422,160.42
19830425,158.81
19830426,161.81
19830427,161.44
19830428,162.95
19830429,164.42
19830502,162.11
19830503,162.34
19830504,163.31
19830505,164.28
19830506,166.10
19830509,165.81
19830510,165.95
19830511,164.96
19830512,164.25
19830513,164.90
19830516,163.40
19830517,163.71
19830518,163.27
19830519,161.99
19830520,162.14
19830523,163.43
19830524,165.54
19830525,166.21
19830526,165.48
19830527,164.46
19830531,162.39
19830601,162.55
19830602,163.98
19830603,164.42
19830606,164.83
19830607,162.77
19830608,161.36
19830609,161.83
19830610,162.68
19830613,164.84
19830614,165.53
19830615,167.12
19830616,169.14
19830617,169.13
19830620,169.02
19830621,170.53
19830622,170.99
19830623,170.57
19830624,170.40
19830627,168.46
19830628,165.68
19830629,166.64
19830630,168.11
19830701,168.91
19830705,166.60
19830706,168.48
19830707,167.56
19830708,167.08
19830711,168.11
19830712,165.53
19830713,165.46
19830714,166.01
19830715,164.29
19830718,163.95
19830719,164.83
19830720,169.29
19830721,169.06
19830722,168.89
19830725,169.53
19830726,170.35
19830727,167.59
19830728,165.04
19830729,162.56
19830801,162.04
19830802,162.01
19830803,163.44
19830804,161.33
19830805,161.74
19830808,159.18
19830809,160.13
19830810,161.54
19830811,161.55
19830812,162.16
19830815,163.71
19830816,163.41
19830817,165.29
19830818,163.55
19830819,163.98
19830822,164.34
19830823,162.77
19830824,161.25
19830825,160.84
19830826,162.14
19830829,162.25
19830830,162.58
19830831,164.40
19830901,164.23
19830902,165.00
19830906,167.89
19830907,167.96
19830908,167.77
19830909,166.92
19830912,165.48
19830913,164.80
19830914,165.36
19830915,164.38
19830916,166.24
19830919,167.62
19830920,169.25
19830921,168.41
19830922,169.76
19830923,169.51
19830926,170.07
19830927,168.43
19830928,168.01
19830929,167.23
19830930,166.07
19831003,165.80
19831004,166.27
19831005,167.74
19831006,170.28
19831007,170.80
19831010,172.65
19831011,170.34
19831012,169.63
19831013,169.88
19831014,169.86
19831017,170.43
19831018,167.81
19831019,166.73
19831020,166.98
19831021,165.95
19831024,165.99
19831025,166.47
19831026,165.38
19831027,164.84
19831028,163.37
19831031,163.55
19831101,163.64
19831102,164.84
19831103,163.45
19831104,162.44
19831107,161.91
19831108,161.76
19831109,163.97
19831110,164.41
19831111,166.29
19831114,166.58
19831115,165.36
19831116,166.08
19831117,166.13
19831118,165.09
19831121,166.05
19831122,166.84
19831123,166.96
19831125,167.18
19831128,166.54
19831129,167.91
19831130,166.40
19831201,166.49
19831202,165.44
19831205,165.77
19831206,165.47
19831207,165.91
19831208,165.20
19831209,165.09
19831212,165.62
19831213,164.93
19831214,163.33
19831215,161.67
19831216,162.39
19831219,162.32
19831220,162.00
19831221,163.56
19831222,163.27
19831223,163.22
19831227,164.76
19831228,165.34
19831229,164.86
19831230,164.93
19840103,164.04
19840104,166.78
19840105,168.81
19840106,169.28
19840109,168.90
19840110,167.95
19840111,167.79
19840112,167.75
19840113,167.02
19840116,167.18
19840117,167.83
19840118,167.55
19840119,167.04
19840120,166.21
19840123,164.87
19840124,165.94
19840125,164.84
19840126,164.24
19840127,163.94
19840130,162.87
19840131,163.41
19840201,162.74
19840202,163.36
19840203,160.91
19840206,158.08
19840207,158.74
19840208,155.85
19840209,155.42
19840210,156.30
19840213,154.95
19840214,156.61
19840215,156.25
19840216,156.13
19840217,155.74
19840221,154.64
19840222,154.31
19840223,154.29
19840224,157.51
19840227,159.30
19840228,156.82
19840229,157.06
19840301,158.19
19840302,159.24
19840305,157.89
19840306,156.25
19840307,154.57
19840308,155.19
19840309,154.35
19840312,156.34
19840313,156.78
19840314,156.77
19840315,157.41
19840316,159.27
19840319,157.78
19840320,158.86
19840321,158.66
19840322,156.69
19840323,156.86
19840326,156.67
19840327,157.30
19840328,159.88
19840329,159.52
19840330,159.18
19840402,157.98
19840403,157.66
